sentence_index;sentence;polaridad
9770;Shows that Jackie Chan is getting older , and that 's something I would rather live in denial about;Positivo
9771;With miscast leads , banal dialogue and an absurdly overblown climax , Killing Me Softly belongs firmly in the so-bad-it 's - good camp .;Positivo
9772;Alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .;Negativo
9775;The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring .;Negativo
9777;the film never rises above a conventional , two dimension tale;Negativo
9782;If ever a concept came handed down from the movie gods on a silver platter , this is it .;Negativo
9783;If ever such a dependable concept was botched in execution , this is it .;Negativo
9784;With an unusual protagonist -LRB- a kilt-wearing Jackson -RRB- and subject matter , the improbable `` Formula 51 '' is somewhat entertaining , but it could have been much stronger .;Negativo
9785;Sandra Bullock 's best dramatic performance to date -LRB- is -RRB- almost enough to lift -LRB- this -RRB- thrill-kill cat-and-mouser ... above its paint-by-numbers plot .;Negativo
9787;Adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . ';Negativo
9791;You 'll cry for your money back .;Negativo
9798;Oscar caliber cast does n't live up to material;Positivo
9799;The problems of the people in Love in the Time of Money are hardly specific to their era .;Positivo
9800;They just have problems , which are neither original nor are presented in convincing way .;Positivo
9801;Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . ';Positivo
9802;So putrid it is not worth the price of the match that should be used to burn every print of the film .;Positivo
9803;In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .;Positivo
9804;Starts out ballsy and stylish but fails to keep it up and settles into clichÃ©s .;Positivo
9805;Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .;Positivo
9806;One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .;Positivo
9807;There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .;Positivo
9809;The movie is about as humorous as watching your favorite pet get buried alive .;Positivo
9810;Resident Evil is what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings .;Positivo
9815;So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober , filmed on the set of Carpenter 's The Thing and loaded with actors you 're most likely to find on the next inevitable incarnation of The Love Boat .;Negativo
9822;Ken Russell would love this .;Negativo
9823;In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .;Negativo
9824;Bella is the picture of health with boundless energy until a few days before she dies .;Negativo
9827;What could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .;Positivo
9828;A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films .;Positivo
9829;Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression .;Negativo
9831;The bottom line with Nemesis is the same as it has been with all the films in the series : Fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .;Positivo
9832;The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .;Positivo
9833;The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .;Negativo
9834;What a stiflingly unfunny and unoriginal mess this is !;Negativo
9836;Opera on film is never satisfactory .;Negativo
9838;The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .;Positivo
9839;Despite all the closed-door hanky-panky , the film is essentially juiceless .;Negativo
9840;It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill;Negativo
9841;The Sweetest Thing leaves an awful sour taste .;Negativo
9845;Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .;Positivo
9846;A low-rent retread of the Alien pictures .;Positivo
9847;Serviceable at best , slightly less than serviceable at worst .;Positivo
9848;Its initial excitement settles into a warmed over pastiche .;Positivo
9849;A big meal of cliches that the talented cast generally chokes on .;Positivo
9856;-LRB- T -RRB- his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .;Positivo
9860;as in aimless , arduous , and arbitrary .;Negativo
9862;The central character is n't complex enough to hold our interest .;Positivo
9863;A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .;Positivo
9864;A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .;Negativo
9869;The biggest problem with Satin Rouge is Lilia herself .;Positivo
9872;What with the incessant lounge music playing in the film 's background , you may mistake Love Liza for an Adam Sandler Chanukah song .;Negativo
9873;The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .;Negativo
9876;Now he makes them .;Positivo
9878;Not a bad premise , but the execution is lackluster at best .;Positivo
9880;There is only so much baked cardboard I need to chew .;Positivo
9882;Schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .;Positivo
9884;Only two-fifths of a satisfying movie experience .;Negativo
9885;A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .;Positivo
9886;A movie version of a paint-by-numbers picture .;Positivo
9888;It 's a brilliant , honest performance by Nicholson , but the film is an agonizing bore except when the fantastic Kathy Bates turns up .;Negativo
9889;Bravado Kathy !;Positivo
9891;Too bad .;Positivo
9892;You can thank me for this .;Positivo
9893;I saw Juwanna Mann so you do n't have to .;Positivo
9894;Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .;Positivo
9896;This romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .;Negativo
9900;It has no affect on the Kurds , but it wore me down .;Positivo
9903;If this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it .;Negativo
9905;If there 's a heaven for bad movies , Deuces Wild is on its way .;Positivo
9908;Being latently gay and liking to read are hardly enough .;Negativo
9909;An uninspired preachy and clichÃ©d war film .;Negativo
9913;If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .;Negativo
9915;I have n't seen such self-amused trash since Freddy Got Fingered .;Positivo
9922;It jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding mÃ©tier .;Negativo
9925;There are a few chuckles , but not a single gag sequence that really scores , and the stars seem to be in two different movies .;Positivo
9927;It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .;Negativo
9928;The mushy finale turns John Q into a movie-of-the-week tearjerker .;Negativo
9929;Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .;Negativo
9930;The movie turns out to be -LRB- Assayas ' -RRB- homage to the Gallic ` tradition of quality , ' in all its fusty squareness .;Negativo
9931;Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .;Negativo
9932;-LRB- Seems -RRB- even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .;Negativo
9935;If swimfan does catch on , it may be because teens are looking for something to make them laugh .;Positivo
9936;What might 've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .;Positivo
9937;The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not .;Negativo
9939;Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .;Positivo
9940;It 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .;Negativo
9941;Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does .;Negativo
9942;"Has the marks of a septuagenarian ; it 's a crusty treatment of a clever gimmick .";Negativo
9943;Like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .;Positivo
9944;Something must have been lost in the translation .;Positivo
9952;Alas , it 's the man that makes the clothes .;Negativo
9954;The biggest problem I have -LRB- other than the very sluggish pace -RRB- is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .;Negativo
9960;As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .;Positivo
9965;The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .;Positivo
9966;Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .;Negativo
9969;Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor .;Negativo
9973;There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .;Positivo
9983;... comes alive only when it switches gears to the sentimental .;Negativo
9991;In truth , it has all the heart of a porno flick -LRB- but none of the sheer lust -RRB- .;Negativo
9992;Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .;Negativo
9993;Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .;Negativo
9995;-LRB- Denis ' -RRB- bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .;Negativo
9996;Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .;Positivo
9997;Viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet .;Positivo
9999;The mantra behind the project seems to have been ` it 's just a kids ' flick . ';Positivo
10001;In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .;Negativo
10002;It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .;Negativo
10003;So here it is : It 's about a family of sour immortals .;Negativo
10005;"The author 's devotees will probably find it fascinating ; others may find it baffling .";Negativo
10006;Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .;Negativo
10010;Unfortunately , One Hour Photo lives down to its title .;Positivo
10021;One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .;Positivo
10025;The story itself is actually quite vapid .;Positivo
10026;It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .;Positivo
10034;Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons .;Positivo
10037;What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .;Positivo
10041;Stitch is a bad mannered , ugly and destructive little \*\*\*\* .;Positivo
10043;Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .;Negativo
10044;A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .;Positivo
10045;Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .;Negativo
10048;A work that lacks both a purpose and a strong pulse .;Negativo
10052;While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .;Positivo
10055;It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .;Negativo
10056;`` I blame all men for war , '' -LRB- the warden 's daughter -RRB- tells her father .;Negativo
10060;By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .;Negativo
10062;It 's been 20 years since 48 Hrs .;Negativo
10063;made Eddie Murphy a movie star and the man has n't aged a day .;Negativo
10064;But his showboating wise-cracker stock persona sure is getting old .;Negativo
10066;But it was n't .;Positivo
10067;For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .;Positivo
10069;It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .;Positivo
10070;The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .;Positivo
10071;A nearly 21\/2 hours , the film is way too indulgent .;Positivo
10072;Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .;Positivo
10074;With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .;Negativo
10075;Does n't really add up to much .;Negativo
10087;This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .;Negativo
10089;The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .;Positivo
10090;When your subject is illusion versus reality , should n't the reality seem at least passably real ?;Positivo
10091;It 's a terrible movie in every regard , and utterly painful to watch .;Negativo
10092;This is rote spookiness , with nary an original idea -LRB- or role , or edit , or score , or anything , really -RRB- in sight , and the whole of the proceedings beg the question ` Why ? ';Positivo
10093;A fan film that for the uninitiated plays better on video with the sound turned down .;Positivo
10094;Too infuriatingly quirky and taken with its own style .;Positivo
10098;Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .;Positivo
10103;A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films .;Positivo
10104;-LRB- Siegel -RRB- and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .;Positivo
10109;A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .;Positivo
10110;A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .;Positivo
10111;Then again , in a better movie , you might not have noticed .;Positivo
10112;It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .;Positivo
10113;The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . '';Negativo
10114;tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . '';Negativo
10117;Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .;Negativo
10119;A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .;Negativo
10125;They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .;Positivo
10126;A supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .;Positivo
10127;It ends up being neither , and fails at both endeavors .;Positivo
10128;Two badly interlocked stories drowned by all too clever complexity .;Positivo
10129;It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .;Positivo
10134;Feels like pieces a bunch of other , better movies slapped together .;Negativo
10135;Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .;Negativo
10136;Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .;Negativo
10137;It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .;Negativo
10141;What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .;Positivo
10145;It may as well be called `` Jar-Jar Binks : The Movie . '';Positivo
10146;It 's that painful .;Positivo
10149;When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .;Positivo
10150;Or else a doggie winks .;Positivo
10155;It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .;Negativo
10158;-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .;Positivo
10161;Go for La Salle 's performance , and make do as best you can with a stuttering script .;Negativo
10162;It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .;Negativo
10163;Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .;Negativo
10164;I did n't find much fascination in the swinging .;Positivo
10166;But that they are doing it is thought-provoking .;Negativo
10172;Tedious Norwegian offering which somehow snagged an Oscar nomination .;Positivo
10173;It was a dark and stormy night ...;Positivo
10175;This sort of cute and cloying material is far from Zhang 's forte and it shows .;Positivo
10176;"Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie .";Positivo
10177;Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .;Positivo
10178;a huge disappointment coming , as it does , from filmmakers and performers of this calibre;Positivo
10179;Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .;Negativo
10188;While American Adobo has its heart -LRB- and its palate -RRB- in the right place , its brain is a little scattered -- ditsy , even .;Positivo
10193;Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .;Positivo
10197;Set in a 1986 Harlem that does n't look much like anywhere in New York .;Positivo
10199;Long on twinkly-eyed close-ups and short on shame .;Positivo
10200;Hip-hop rarely comes alive as its own fire-breathing entity in this picture .;Positivo
10201;A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .;Positivo
10208;It recycles every clichÃ© about gays in what is essentially an extended soap opera .;Negativo
10209;I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .;Negativo
10212;It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .;Positivo
10216;Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .;Negativo
10217;Feels as if the inmates have actually taken over the asylum .;Negativo
10219;The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .;Positivo
10222;No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .;Negativo
10225;The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ';Negativo
10226;Solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .;Negativo
10229;It 's horribly depressing and not very well done .;Negativo
10236;It is n't quite one of the worst movies of the year .;Negativo
10237;It 's just merely very bad .;Negativo
10238;Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .;Negativo
10240;Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .;Positivo
10241;Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .;Positivo
10243;The script is too mainstream and the psychology too textbook to intrigue .;Negativo
10244;Muddled , simplistic and more than a little pretentious .;Negativo
10247;A road trip that will get you thinking , ` Are we there yet ? ';Positivo
10249;Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .;Negativo
10250;If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .;Negativo
10262;The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .;Positivo
10263;Staggers between flaccid satire and what is supposed to be madcap farce .;Positivo
10264;Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .;Positivo
10266;Plays like the old disease-of-the-week small-screen melodramas .;Positivo
10267;Like life on the island , the movie grows boring despite the scenery .;Positivo
10268;The truth about Charlie is that it 's a brazenly misguided project .;Positivo
10269;displays the potential for a better movie than what Bailly manages to deliver;Positivo
10270;So exaggerated and broad that it comes off as annoying rather than charming .;Positivo
10273;Snipes is both a snore and utter tripe .;Negativo
10277;Rosenthal -LRB- Halloween II -RRB- seems to have forgotten everything he ever knew about generating suspense .;Positivo
10278;Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .;Positivo
10279;Rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .;Negativo
10280;A sleek advert for youthful anomie that never quite equals the sum of its pretensions .;Negativo
10281;Some Body smacks of exhibitionism more than it does cathartic truth telling .;Positivo
10282;This is n't a terrible film by any means , but it 's also far from being a realized work .;Positivo
10285;Only masochistic moviegoers need apply .;Negativo
10287;Not bad , but not all that good .;Negativo
10288;Bacon keeps things interesting , but do n't go out of your way to pay full price .;Negativo
10289;What 's next ?;Negativo
10290;Rob Schneider , Dana Carvey and Sarah Michelle Gellar in The Philadelphia Story ?;Negativo
10291;David Spade as Citizen Kane ?;Negativo
10292;Ca n't seem to get anywhere near the story 's center .;Negativo
10293;The problem , amazingly enough , is the screenplay .;Negativo
10295;Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .;Negativo
10299;After a while , the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .;Positivo
10301;Summer 's far too fleeting to squander on offal like this .;Negativo
10310;A dull , dumb and derivative horror film .;Negativo
10317;The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .;Negativo
10320;The sequel is everything the original was not : contrived , overblown and tie-in ready .;Positivo
10321;Like a grinning Jack O ' Lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .;Positivo
10323;... familiar and predictable , and 4\/5ths of it might as well have come from a Xerox machine rather than -LRB- writer-director -RRB- Franc .;Negativo
10327;A little objectivity could have gone a long way .;Negativo
10329;I believe Silberling had the best intentions here , but he just does n't have the restraint to fully realize them .;Negativo
10331;McTiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .;Negativo
10332;High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .;Negativo
10333;This movie is about the worst thing Chan has done in the United States .;Positivo
10334;The explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .;Positivo
10337;The film desperately sinks further and further into comedy futility .;Negativo
10338;Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .;Negativo
10339;The crassness of this reactionary thriller is matched only by the ridiculousness of its premise .;Negativo
10340;I wish it would have just gone more over-the-top instead of trying to have it both ways .;Negativo
10343;Adrift , Bentley and Hudson stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .;Negativo
10347;Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .;Positivo
10353;Every conceivable mistake a director could make in filming opera has been perpetrated here .;Negativo
10355;-LRB- The film 's -RRB- taste for `` shock humor '' will wear thin on all but those weaned on the comedy of Tom Green and the Farrelly Brothers .;Negativo
10356;Any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .;Negativo
10357;If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from Anne Rice 's novel The Vampire Chronicles .;Negativo
10360;Things really get weird , though not particularly scary : the movie is all portent and no content .;Negativo
10362;Bogs down badly as we absorb Jia 's moody , bad-boy behavior which he portrays himself in a one-note performance .;Positivo
10367;Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .;Positivo
10369;It almost feels as if the movie is more interested in entertaining itself than in amusing us .;Negativo
10376;This rough trade Punch-and-Judy act did n't play well then and it plays worse now .;Positivo
10378;It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling .;Positivo
10384;The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a soufflÃ© gone wrong .;Positivo
10393;No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .;Positivo
10394;Even by the intentionally low standards of frat-boy humor , Sorority Boys is a bowser .;Positivo
10398;Weighted down with slow , uninvolving storytelling and flat acting .;Negativo
10403;The movie is essentially a series of fleetingly interesting actors ' moments .;Negativo
10405;This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .;Positivo
10408;Chelsea Walls is a case of too many chefs fussing over too weak a recipe .;Negativo
10410;Every joke is repeated at least four times .;Negativo
10412;Comes across as a fairly weak retooling .;Negativo
10413;The lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .;Negativo
10414;Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess .;Negativo
10415;-LRB- Creates -RRB- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .;Negativo
10422;An acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it 's unlikely to inspire anything more than a visit to McDonald 's , let alone some savvy street activism .;Negativo
10427;Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen .;Negativo
10429;Merchant has n't directed this movie so much as produced it -- like sausage .;Negativo
10431;More a gunfest than a Rock concert .;Negativo
10438;A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .;Negativo
10439;Julie Davis is the Kathie Lee Gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent .;Negativo
10443;So bland and utterly forgettable that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .;Positivo
10444;I was sent a copyof this film to review on DVD .;Positivo
10445;For free .;Negativo
10446;I still want my money back .;Negativo
10450;... passable enough for a shoot-out in the o.k. court house of life type of flick .;Negativo
10451;Strictly middle of the road .;Negativo
10452;Although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .;Negativo
10453;After the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichÃ©s , depression and bad alternative music .;Negativo
10454;No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .;Negativo
10457;`` Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .;Positivo
10460;Seemingly disgusted with the lazy material and the finished product 's unshapely look , director Fisher Stevens inexplicably dips key moments from the film in Waking Life water colors .;Positivo
10461;Formula 51 promises a new kind of high but delivers the same old bad trip .;Positivo
10462;Everything that was right about Blade is wrong in its sequel .;Positivo
10463;A few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the protagonists ' bohemian boorishness mars the spirit of good clean fun .;Positivo
10464;The film was produced by Jerry Bruckheimer and directed by Joel Schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one -LRB- and no one -RRB- .;Positivo
10465;Disney again ransacks its archives for a quick-buck sequel .;Negativo
10472;Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .;Positivo
10482;In the end , Tuck Everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .;Negativo
10483;Rather less than the sum of its underventilated pÃ¨re-fils confrontations .;Negativo
10484;McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .;Negativo
10485;Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .;Negativo
10486;New Yorkers always seem to find the oddest places to dwell ...;Negativo
10488;Yes , Spirited Away is a triumph of imagination , but it 's also a failure of storytelling .;Positivo
10489;A characteristically engorged and sloppy coming-of-age movie .;Positivo
10497;Unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters .;Negativo
10498;Each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .;Negativo
10499;Except for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain , the performances are so stylized as to be drained of human emotion .;Negativo
10502;For a film that celebrates radical , nonconformist values , What to Do in Case of Fire ?;Negativo
10504;Knockaround Guys plays like a student film by two guys who desperately want to be Quentin Tarantino when they grow up .;Negativo
10511;An impenetrable and insufferable ball of pseudo-philosophic twaddle .;Negativo
10516;For a movie about the power of poetry and passion , there is precious little of either .;Negativo
10521;-LRB- Screenwriter -RRB- Pimental took the Farrelly Brothers comedy and feminized it , but it is a rather poor imitation .;Negativo
10524;Its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up .;Positivo
